uid,gacha_type,item_id,count,time,name,item_type,rank_type,id
132295559,200,,1,2021-03-10 23:13:26,讨龙英杰谭,武器,3,1615388760000228156
132295559,200,,1,2021-03-07 17:16:59,黑缨枪,武器,3,1615107960000263938
132295559,200,,1,2021-03-06 08:51:38,莫娜,角色,5,1614989160000428477
132295559,200,,1,2021-03-06 08:51:18,冷刃,武器,3,1614989160000425206
132295559,200,,1,2021-03-05 12:56:39,铁影阔剑,武器,3,1614917160000852397
132295559,200,,1,2021-03-03 08:15:36,冷刃,武器,3,1614729960000214271
132295559,200,,1,2021-03-03 08:15:29,魔导绪论,武器,3,1614729960000212694
132295559,200,,1,2021-03-02 19:46:06,流浪乐章,武器,4,1614683160009078255
132295559,200,,1,2021-03-01 07:38:11,神射手之誓,武器,3,1614553560000736644
132295559,200,,1,2021-02-22 07:58:55,铁影阔剑,武器,3,1613948760000170107
132295559,200,,1,2021-02-21 16:12:12,翡玉法球,武器,3,1613894760000121202
132295559,200,,1,2021-02-21 16:12:02,翡玉法球,武器,3,1613894760000119758
132295559,200,,1,2021-02-16 00:21:09,弹弓,武器,3,1613405160000301111
132295559,200,,1,2021-02-16 00:20:51,飞天御剑,武器,3,1613405160000296907
132295559,200,,1,2021-02-03 13:00:25,飞天御剑,武器,3,1612328760000073828
132295559,200,,1,2021-02-03 13:00:14,鸦羽弓,武器,3,1612328760000042340
132295559,200,,1,2021-02-02 08:03:56,凯亚,角色,4,1612224360000019328
132295559,200,,1,2021-02-02 07:51:17,冷刃,武器,3,1612220760000184176
132295559,200,,1,2021-02-01 23:23:51,黎明神剑,武器,3,1612191960000454916
132295559,200,,1,2021-01-21 23:16:51,黎明神剑,武器,3,1611241560000242560
132295559,200,,1,2021-01-21 23:16:41,鸦羽弓,武器,3,1611241560000240159
132295559,200,,1,2021-01-21 23:16:30,黑缨枪,武器,3,1611241560000237510
132295559,200,,1,2021-01-21 23:16:20,黎明神剑,武器,3,1611241560000235042
132295559,200,,1,2021-01-21 23:16:09,魔导绪论,武器,3,1611241560000232459
132295559,200,,1,2021-01-20 19:53:14,冷刃,武器,3,1611140760000616552
132295559,200,,1,2021-01-20 19:52:09,鸦羽弓,武器,3,1611140760000603561
132295559,200,,1,2021-01-20 19:44:58,凝光,角色,4,1611140760000516587
132295559,200,,1,2021-01-18 22:10:21,雷泽,角色,4,1610978760000178505
132295559,200,,1,2021-01-18 08:08:11,弹弓,武器,3,1610928360000056783
132295559,200,,1,2021-01-14 20:09:52,飞天御剑,武器,3,1610625960000176819
132295559,200,,1,2021-01-14 07:28:20,讨龙英杰谭,武器,3,1610579160000141098
132295559,200,,1,2021-01-09 23:09:06,弹弓,武器,3,1610204760000121526
132295559,200,,1,2021-01-05 07:29:39,西风秘典,武器,4,1609801560000102897
132295559,200,,1,2021-01-05 07:29:32,魔导绪论,武器,3,1609801560000102386
132295559,200,,1,2021-01-05 07:29:26,以理服人,武器,3,1609801560000101938
132295559,200,,1,2021-01-05 07:29:18,翡玉法球,武器,3,1609801560000101325
132295559,200,,1,2020-12-27 20:08:07,飞天御剑,武器,3,1609070400000117351
132295559,200,,1,2020-12-27 20:08:07,讨龙英杰谭,武器,3,1609070400000117350
132295559,200,,1,2020-12-27 20:08:07,西风大剑,武器,4,1609070400000117349
132295559,200,,1,2020-12-27 20:08:07,鸦羽弓,武器,3,1609070400000117348
132295559,200,,1,2020-12-27 20:08:07,冷刃,武器,3,1609070400000117347
132295559,200,,1,2020-12-27 20:08:07,飞天御剑,武器,3,1609070400000117346
132295559,200,,1,2020-12-27 20:08:07,以理服人,武器,3,1609070400000117345
132295559,200,,1,2020-12-27 20:08:07,神射手之誓,武器,3,1609070400000117344
132295559,200,,1,2020-12-27 20:08:07,铁影阔剑,武器,3,1609070400000117343
132295559,200,,1,2020-12-27 20:08:07,弹弓,武器,3,1609070400000117342
132295559,200,,1,2020-12-23 13:00:07,讨龙英杰谭,武器,3,1608699600000030561
132295559,200,,1,2020-12-23 13:00:07,鸦羽弓,武器,3,1608699600000030560
132295559,200,,1,2020-12-23 13:00:07,北斗,角色,4,1608699600000030559
132295559,200,,1,2020-12-23 13:00:07,飞天御剑,武器,3,1608699600000030558
132295559,200,,1,2020-12-23 13:00:07,弹弓,武器,3,1608699600000030557
132295559,200,,1,2020-12-23 13:00:07,神射手之誓,武器,3,1608699600000030556
132295559,200,,1,2020-12-23 13:00:07,神射手之誓,武器,3,1608699600000030555
132295559,200,,1,2020-12-23 13:00:07,弹弓,武器,3,1608699600000030554
132295559,200,,1,2020-12-23 13:00:07,铁影阔剑,武器,3,1608699600000030553
132295559,200,,1,2020-12-23 13:00:07,凯亚,角色,4,1608699600000030552
132295559,200,,1,2020-12-23 12:59:12,香菱,角色,4,1608696000016745741
132295559,200,,1,2020-12-23 12:59:12,冷刃,武器,3,1608696000016745740
132295559,200,,1,2020-12-23 12:59:12,鸦羽弓,武器,3,1608696000016745739
132295559,200,,1,2020-12-23 12:59:12,飞天御剑,武器,3,1608696000016745738
132295559,200,,1,2020-12-23 12:59:12,翡玉法球,武器,3,1608696000016745737
132295559,200,,1,2020-12-23 12:59:12,匣里龙吟,武器,4,1608696000016745736
132295559,200,,1,2020-12-23 12:59:12,芭芭拉,角色,4,1608696000016745735
132295559,200,,1,2020-12-23 12:59:12,铁影阔剑,武器,3,1608696000016745734
132295559,200,,1,2020-12-23 12:59:12,黑缨枪,武器,3,1608696000016745733
132295559,200,,1,2020-12-23 12:59:12,黎明神剑,武器,3,1608696000016745732
132295559,200,,1,2020-12-23 12:58:20,沐浴龙血的剑,武器,3,1608696000016541880
132295559,200,,1,2020-12-23 12:58:20,西风大剑,武器,4,1608696000016541879
132295559,200,,1,2020-12-23 12:58:20,冷刃,武器,3,1608696000016541878
132295559,200,,1,2020-12-23 12:58:20,飞天御剑,武器,3,1608696000016541877
132295559,200,,1,2020-12-23 12:58:20,沐浴龙血的剑,武器,3,1608696000016541876
132295559,200,,1,2020-12-23 12:58:20,翡玉法球,武器,3,1608696000016541875
132295559,200,,1,2020-12-23 12:58:20,鸦羽弓,武器,3,1608696000016541874
132295559,200,,1,2020-12-23 12:58:20,以理服人,武器,3,1608696000016541873
132295559,200,,1,2020-12-23 12:58:20,冷刃,武器,3,1608696000016541872
132295559,200,,1,2020-12-23 12:58:20,沐浴龙血的剑,武器,3,1608696000016541871
132295559,200,,1,2020-12-06 14:52:18,雨裁,武器,4,1607234400001127370
132295559,200,,1,2020-12-06 14:52:12,弹弓,武器,3,1607234400001125373
132295559,200,,1,2020-12-06 14:52:05,铁影阔剑,武器,3,1607234400001123287
132295559,200,,1,2020-11-16 01:02:06,以理服人,武器,3,1605459600000022177
132295559,200,,1,2020-11-16 01:02:06,以理服人,武器,3,1605459600000022176
132295559,200,,1,2020-11-16 01:02:06,天空之傲,武器,5,1605459600000022175
132295559,200,,1,2020-11-16 01:02:06,翡玉法球,武器,3,1605459600000022174
132295559,200,,1,2020-11-16 01:02:06,讨龙英杰谭,武器,3,1605459600000022173
132295559,200,,1,2020-11-16 01:02:06,翡玉法球,武器,3,1605459600000022172
132295559,200,,1,2020-11-16 01:02:06,飞天御剑,武器,3,1605459600000022171
132295559,200,,1,2020-11-16 01:02:06,芭芭拉,角色,4,1605459600000022170
132295559,200,,1,2020-11-16 01:02:06,黑缨枪,武器,3,1605459600000022169
132295559,200,,1,2020-11-16 01:02:06,弹弓,武器,3,1605459600000022168
132295559,200,,1,2020-11-11 16:24:37,飞天御剑,武器,3,1605081600001234854
132295559,200,,1,2020-11-11 16:24:37,祭礼剑,武器,4,1605081600001234853
132295559,200,,1,2020-11-11 16:24:37,魔导绪论,武器,3,1605081600001234852
132295559,200,,1,2020-11-11 16:24:37,黑缨枪,武器,3,1605081600001234851
132295559,200,,1,2020-11-11 16:24:37,讨龙英杰谭,武器,3,1605081600001234850
132295559,200,,1,2020-11-11 16:24:37,鸦羽弓,武器,3,1605081600001234849
132295559,200,,1,2020-11-11 16:24:37,讨龙英杰谭,武器,3,1605081600001234848
132295559,200,,1,2020-11-11 16:24:37,神射手之誓,武器,3,1605081600001234847
132295559,200,,1,2020-11-11 16:24:37,翡玉法球,武器,3,1605081600001234846
132295559,200,,1,2020-11-11 16:24:37,讨龙英杰谭,武器,3,1605081600001234845
132295559,200,,1,2020-10-22 13:26:50,祭礼弓,武器,4,1603342800001037931
132295559,200,,1,2020-10-22 13:26:50,祭礼弓,武器,4,1603342800001037930
132295559,200,,1,2020-10-22 13:26:50,冷刃,武器,3,1603342800001037929
132295559,200,,1,2020-10-22 13:26:50,黑缨枪,武器,3,1603342800001037928
132295559,200,,1,2020-10-22 13:26:50,以理服人,武器,3,1603342800001037927
132295559,200,,1,2020-10-22 13:26:50,翡玉法球,武器,3,1603342800001037926
132295559,200,,1,2020-10-22 13:26:50,神射手之誓,武器,3,1603342800001037925
132295559,200,,1,2020-10-22 13:26:50,冷刃,武器,3,1603342800001037924
132295559,200,,1,2020-10-22 13:26:50,魔导绪论,武器,3,1603342800001037923
132295559,200,,1,2020-10-22 13:26:50,飞天御剑,武器,3,1603342800001037922
132295559,200,,1,2020-10-19 07:57:37,弹弓,武器,3,1603062000000218480
132295559,200,,1,2020-10-19 07:57:37,砂糖,角色,4,1603062000000218479
132295559,200,,1,2020-10-19 07:57:37,鸦羽弓,武器,3,1603062000000218478
132295559,200,,1,2020-10-19 07:57:37,沐浴龙血的剑,武器,3,1603062000000218477
132295559,200,,1,2020-10-19 07:57:37,绝弦,武器,4,1603062000000218476
132295559,200,,1,2020-10-19 07:57:37,讨龙英杰谭,武器,3,1603062000000218475
132295559,200,,1,2020-10-19 07:57:37,弹弓,武器,3,1603062000000218474
132295559,200,,1,2020-10-19 07:57:37,翡玉法球,武器,3,1603062000000218473
132295559,200,,1,2020-10-19 07:57:37,翡玉法球,武器,3,1603062000000218472
132295559,200,,1,2020-10-19 07:57:37,弹弓,武器,3,1603062000000218471
